STUDENTNUMBER,COURSE_CD,COURSE_TITLE,COURSE_VERSION,COURSE_ATTEMPT_STATUS,MODE,TYPE,ORG_UNIT_CD,COMMENCEMENT_DT,ENROLLED_CURRENT_TP,ENROLLED_YR,STUDENT_TYPE,CREDIT_POINTS_REQUIRED,ADVANCED STANDING CP,COMPLETED_CREDIT_POINTS,OUTSTANDING_POINTS,Course Location,Completed Units,Adv Stnd Units,Unit Sets (Completed),Unit Sets (Non-Completed)
BSC96,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,1/30/2021,Yes,Yes,Domestic,144,12,48,96,ARMIDALE,"MTHS120 TRI-1 2021 OL
PHYS131 TRI-1 2021 OL
AMTH140 TRI-2 2021 OL
PHYS132 TRI-2 2021 OL
GEOL110 TRI-3 2021 OL
MTHS130 TRI-3 2021 OL","MTHS100 
MTHS110 ",,"APPHYS001.6 N Applied Physics (Major)
MATHSM001.6 N Mathematics (Major)"
BSC97,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"APPHYS001.7 N Applied Physics (Major)
MATHSM001.7 N Mathematics (Major)"
BSC98,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,1/30/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,BOTANM002.6 N Botany (Major)
BSC99,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,3/1/2021,No,No,Domestic,144,12,18,126,ARMIDALE,BIOL110 TRI-1 2021 OL,"GEOL110 
PHYS100 ",,GENETM001.5 N Genetics (Major)
BSC100,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,3/7/2022,Yes,Yes,Domestic,144,36,36,108,ARMIDALE,,"BIOL120 
CHEM100 
GEOL110 
MTHS100 
PHYS100 
STAT100 ",,BOTANM002.7 N Botany (Major)
BSC101,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,6/28/2021,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"BIOL120 TRI-2 2021 OL
MTHS120 TRI-2 2021 OL",,,PABIOM003.5 N Palaeobiology (Major)
BSC102,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,2/10/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,MATHSM001.7 N Mathematics (Major)
BSC103,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,24,24,120,ARMIDALE,,"LAW342 
LAW352 
LAW361 
LAW396 ",,MATHSM001.7 N Mathematics (Major)
BSC104,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,2/24/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"APPHYS001.7 N Applied Physics (Major)
MATHSM001.7 N Mathematics (Major)"
BSC105,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,FORSC001.5 N Forensic Science (Major)
BSC106,BSC,Bachelor of Science,15,INACTIVE,OL,FT,S0008,2/14/2021,No,No,Domestic,144,0,30,114,ARMIDALE,"BIOL110 TRI-1 2021 OL
MTHS110 TRI-1 2021 OL
PSIO110 TRI-1 2021 OL
BIOL120 TRI-2 2021 OL
STAT100 TRI-2 2021 OL",,,BIODIV002.4 N Biodiversity (Major)
BSC107,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,10/25/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,CHEMIM002.7 N Chemistry (Major)
BSC108,BSC,Bachelor of Science,15,INTERMIT,ON,FT,S0008,1/30/2021,No,No,Domestic,144,0,24,120,ARMIDALE,"BIOL110 TRI-1 2021 ON
MTHS110 TRI-1 2021 ON
ECOL100 TRI-2 2021 ON
RSNR120 TRI-2 2021 ON",,,"BIODIV002.4 N Biodiversity (Major)
GENETM001.5 N Genetics (Major)"
BSC109,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"APPHYS001.7 N Applied Physics (Major)
MATHSM001.7 N Mathematics (Major)"
BSC110,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,No,Domestic,144,30,48,96,ARMIDALE,"CHEM120 TRI-2 2021 OL
MTHS110 TRI-2 2021 OL
PHYS132 TRI-2 2021 OL","ASTY221 
CHEM110 
FSC102 
PHYS131 
SCI100 ",,CHEMIM002.7 N Chemistry (Major)
BSC111,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"PSYC101 TRI-3 2021 OL
PSYC102 TRI-3 2021 OL",,,PSYCH001.5 N Psychology (Major)
BSC112,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,78,90,54,ARMIDALE,"EM334 TRI-3 2021 OL
GEOL305 TRI-3 2021 OL","ASTY221 
BIOL110 
CHEM100 
CHEM110 
GEOL110 
GEOL120 
GEOL202 
GEOL206 
GEOL207 
GEOL209 
GEOL313 
MTHS110 
STAT100 ",,"BUS001.1 N Business (Minor)
GEOSCM002.4 N Geoscience (Major)"
BSC113,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"BOTANM002.7 N Botany (Major)
ZOOLOM002.6 N Zoology (Major)"
BSC114,BSC,Bachelor of Science,16,INACTIVE,OL,FT,S0008,3/30/2015,No,Yes,Domestic,144,30,30,114,ARMIDALE,,"CHEM210 
CHEM220 
PHYS213 
PHYS2XX06 
PHYS311 ",,"APPHYS001.3 N Applied Physics
PHYSIM002.7 N Physiology (Major)"
BSC115,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,No,No,Domestic,144,18,18,126,ARMIDALE,,"MTHS120 
PHYS131 
PHYS132 ",,"APPHYS001.7 N Applied Physics (Major)
ARCHGY001.6 N Archaeology (Major)"
BSC116,BSC,Bachelor of Science,15,INTERMIT,OL,PT,S0008,6/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BSC117,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,2/4/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"NEUROSC001.5 N Neuroscience (Major)
PHYSIM002.8 N Physiology (Major)"
BSC118,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,1/30/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BSC119,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"APPHYS001.7 N Applied Physics (Major)
MATHSM001.7 N Mathematics (Major)"
BSC120,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,5/28/2022,No,Yes,Domestic,144,30,30,114,ARMIDALE,,"BIOL110 
GEOL110 
SCI100 
STAT100 
ZOOL100 ",,PABIOM003.5 N Palaeobiology (Major)
BSC121,BSC,Bachelor of Science,15,ENROLLED,ON,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,42,102,ARMIDALE,"BIOL110 TRI-1 2021 OL
CHEM110 TRI-1 2021 OL
MTHS110 TRI-1 2021 OL
PSYC101 TRI-1 2021 OL
BIOL120 TRI-2 2021 OL
CHEM120 TRI-2 2021 OL
STAT100 TRI-2 2021 OL",,,"BICHTEC001.2 N Biochemistry/Biotechnology (Major)
FORSC001.5 N Forensic Science (Major)"
BSC122,BSC,Bachelor of Science,15,INACTIVE,ON,FT,S0008,1/30/2021,No,No,Domestic,144,0,30,114,ARMIDALE,"AFM320 TRI-1 2021 OL
MTHS120 TRI-1 2021 OL
AMTH140 TRI-2 2021 OL
CHEM110 TRI-2 2021 OL
PHYS100 TRI-3 2021 OL",,,"BUS001.1 N Business (Minor)
MATHSM001.6 N Mathematics (Major)"
BSC123,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"BIOL110 TRI-1 2021 OL
CHEM110 TRI-1 2021 OL
CRIM100 TRI-1 2021 OL
MTHS110 TRI-1 2021 OL
ANCH109 TRI-2 2021 OL
BIOL120 TRI-2 2021 OL
CHEM120 TRI-2 2021 OL
STAT100 TRI-2 2021 OL",,,FORSC001.5 N Forensic Science (Major)
BSC124,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,BOTANM002.6 N Botany (Major)
BSC125,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,GEOL110 TRI-3 2021 OL,,,MATHSM001.6 N Mathematics (Major)
BSC126,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,2/28/2022,Yes,Yes,Domestic,144,36,36,108,ARMIDALE,,"BIOL110 
BIOL120 
ECOL100 
MTHS100 
MTHS110 
STAT100 ",,ZOOLOM002.6 N Zoology (Major)
BSC127,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,5/28/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,BIODIV002.5 N Biodiversity (Major)
BSC128,BSC,Bachelor of Science,15,ENROLLED,ON,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"CHEM100 TRI-1 2021 OL
MTHS110 TRI-1 2021 ON",,,ZOOLOM002.5 N Zoology (Major)
BSC129,BSC,Bachelor of Science,15,INACTIVE,OL,FT,S0008,3/8/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,GEOSCM002.4 N Geoscience (Major)
BSC130,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,2/24/2021,No,No,Domestic,144,0,12,132,ARMIDALE,"GEOL110 TRI-1 2021 ON
PSYC102 TRI-2 2021 OL",,,"GEOSCM002.4 N Geoscience (Major)
PSYCH001.5 N Psychology (Major)"
BSC131,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,PABIOM003.5 N Palaeobiology (Major)
BSC132,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,48,96,48,ARMIDALE,"ECOL203 TRI-1 2021 OL
GENE210 TRI-1 2021 OL
GEOL202 TRI-1 2021 OL
ZOOL210 TRI-1 2021 OL
ECOL202 TRI-2 2021 ON
EVOL211 TRI-2 2021 ON
GEOL120 TRI-2 2021 ON
ZOOL203 TRI-2 2021 OL","BIOL110 
BIOL120 
CHEM110 
ECOL100 
GEOL110 
MTHS110 
STAT100 
ZOOL100 ",,PABIOM003.5 N Palaeobiology (Major)
BSC133,BSC,Bachelor of Science,16,ENROLLED,ON,FT,S0008,1/31/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"APPHYS001.7 N Applied Physics (Major)
MATHSM001.7 N Mathematics (Major)"
BSC134,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,6/28/2021,Yes,Yes,Domestic,144,120,120,24,ARMIDALE,,"AMTH140 
AMTH246 
AMTH250 
COSC380 
GEOL110 
LAW100 
LAW161 
LAW231 
LAW232 
MTHS120 
MTHS130 
PHYS131 
PHYS132 
PHYS204 
PHYS211 
PHYS301 
PHYS311 
PHYS313 
PMTH212 
PMTH333 ",,APPHYS001.6 N Applied Physics (Major)
BSC135,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"BOTANM002.7 N Botany (Major)
BUS001.1 N Business (Minor)"
BSC136,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,2/4/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"APPHYS001.7 N Applied Physics (Major)
MATHSM001.7 N Mathematics (Major)"
BSC137,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,3/1/2021,Yes,Yes,Domestic,144,0,42,102,ARMIDALE,"BIOL110 TRI-1 2021 ON
CHEM100 TRI-1 2021 ON
GEOL110 TRI-1 2021 ON
MTHS110 TRI-1 2021 ON
BIOL120 TRI-2 2021 ON
CHEM110 TRI-2 2021 OL
STAT100 TRI-2 2021 ON",,,"BUS001.1 N Business (Minor)
GENETM001.5 N Genetics (Major)"
BSC138,BSC,Bachelor of Science,15,ENROLLED,ON,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,54,90,ARMIDALE,"BIOL110 TRI-1 2021 ON
CHEM110 TRI-1 2021 ON
GEOL110 TRI-1 2021 ON
ZOOL100 TRI-1 2021 ON
BIOL120 TRI-2 2021 ON
GEOL120 TRI-2 2021 ON
MTHS110 TRI-2 2021 ON
STAT100 TRI-2 2021 ON
GEOL202 TRI-3 2021 OL",,,PABIOM003.5 N Palaeobiology (Major)
BSC139,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,Yes,Domestic,144,0,12,132,ARMIDALE,"ANSC120 TRI-2 2021 OL
CHEM100 TRI-2 2021 OL",,,ANSVET002.3 N Animal Science and Veterinary Studies (Major)
BSC140,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BSC141,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,ANSVET002.4 N Animal Science and Veterinary Studies (Major)
BSC142,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,3/2/2021,Yes,Yes,Domestic,144,96,102,42,ARMIDALE,ANAT110 TRI-1 2021 OL,"BCHM210 
BIOL110 
BTEC360 
CHEM110 
CHEM120 
GENE210 
HDEV201 
MICR220 
MICR350 
MTHS110 
PSIO110 
PSIO120 
PSIO220 
PSIO230 
PSIO331 
STAT100 ",,PHYSIM002.7 N Physiology (Major)
BSC143,BSC,Bachelor of Science,15,ENROLLED,ON,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"BIOL110 TRI-1 2021 ON
GEOL110 TRI-1 2021 ON
MTHS110 TRI-1 2021 ON
BIOL120 TRI-2 2021 ON
CHEM110 TRI-2 2021 OL
STAT100 TRI-2 2021 ON",,,"BOTANM002.6 N Botany (Major)
BUS001.1 N Business (Minor)"
BSC144,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,1/30/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BSC145,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,2/4/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"BIODIV002.5 N Biodiversity (Major)
BOTANM002.7 N Botany (Major)"
BSC146,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,BICHTEC001.3 N Biochemistry/Biotechnology (Major)
BSC147,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,30,30,114,ARMIDALE,,"CRIM304 
CRIM308 
CRIM309 
CRIM374 
SOCY345 ",,"ARCHGY001.6 N Archaeology (Major)
FORSC001.6 N Forensic Science (Major)"
BSC148,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,6/28/2021,Yes,Yes,Domestic,144,0,12,132,ARMIDALE,"PHIL102 TRI-2 2021 OL
BIOL110 TRI-3 2021 OL",,,GENETM001.5 N Genetics (Major)
BSC149,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,6/28/2021,Yes,Yes,Domestic,144,30,36,108,ARMIDALE,MTHS130 TRI-2 2021 OL,"MTHS100 
MTHS120 
OORA200 
PHYS100 
PHYS131 ",,MATHSM001.6 N Mathematics (Major)
BSC150,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,6,12,132,ARMIDALE,GEOL110 TRI-3 2021 OL,STAT100 ,,"BOTANM002.6 N Botany (Major)
PABIOM003.5 N Palaeobiology (Major)"
BSC151,BSC,Bachelor of Science,15,ENROLLED,ON,FT,S0008,2/11/2021,Yes,Yes,Domestic,144,78,114,30,ARMIDALE,"ZOOL220 BLOCK-F 2021 OL
BCHM210 TRI-1 2021 ON
ZOOL210 TRI-1 2021 ON
BCHM220 TRI-2 2021 ON
MICR220 TRI-2 2021 ON
ZOOL327 TRI-2 2021 ON","ANIM1006 
ANSC120 
ANSC201 
BIOL110 
BIOL120 
CHEM110 
CHEM120 
GENE210 
GENE322 
MTHS110 
STAT100 
ZOOL203 
ZOOL326 ",,"GENETM001.5 N Genetics (Major)
ZOOLOM002.5 N Zoology (Major)"
BSC152,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,2/12/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,COMPSC001.3 N Computational Science (Major)
BSC153,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,3/17/2022,Yes,Yes,Domestic,144,18,18,126,ARMIDALE,,"BIOL110 
BIOL120 
GEOL110 ",,PABIOM003.5 N Palaeobiology (Major)
BSC154,BSC,Bachelor of Science,15,INTERMIT,ON,FT,S0008,1/30/2021,No,No,Domestic,144,0,24,120,ARMIDALE,"BIOL110 TRI-1 2021 ON
CHEM110 TRI-1 2021 ON
MTHS110 TRI-1 2021 ON
SCI100 TRI-1 2021 ON",,,CHEMIM002.7 N Chemistry (Major)
BSC155,BSC,Bachelor of Science,15,INACTIVE,OL,FT,S0008,3/2/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,COMPSC001.2 N Computational Science (Major)
BSC156,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,2/26/2021,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"COSC110 TRI-1 2021 OL
GEOL110 TRI-1 2021 OL
MTHS110 TRI-1 2021 OL
AMTH140 TRI-2 2021 OL
MTHS120 TRI-2 2021 OL",,,MATHSM001.6 N Mathematics (Major)
BSC157,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BSC158,BSC,Bachelor of Science,15,INTERMIT,OL,PT,S0008,2/27/2021,No,No,Domestic,144,42,60,84,ARMIDALE,"BOTY203 TRI-1 2021 OL
ECOL203 TRI-3 2021 OL
EM334 TRI-3 2021 OL","BCHM210 
BIOL110 
BIOL120 
CHEM110 
CHEM120 
MTHS110 
STAT100 ",,BOTANM002.6 N Botany (Major)
BSC159,BSC,Bachelor of Science,16,INACTIVE,ON,PT,S0008,2/23/2015,No,No,Domestic,144,0,96,48,ARMIDALE,"ASTY221 TRI-1 2016 OF
CHEM110 TRI-1 2015 ON
MATH101 TRI-1 2015 ON
PHYS131 TRI-1 2015 ON
PHYS211 TRI-1 2016 ON
PHYS301 TRI-1 2018 ON
PHYS313 TRI-1 2018 OL
PMTH212 TRI-1 2016 ON
AMTH140 TRI-2 2015 ON
CHEM120 TRI-2 2015 ON
MATH102 TRI-2 2015 ON
PHYS132 TRI-2 2015 ON
PHYS207 TRI-2 2016 OF
PHYS311 TRI-2 2018 ON
CHEM210 TRI-3 2016 OF
STAT100 TRI-3 2016 OF",,,APPHYS001.3 N Applied Physics
BSC160,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,No,Domestic,144,0,0,144,ARMIDALE,,,,ZOOLOM002.6 N Zoology (Major)
BSC161,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"MATHSM001.6 N Mathematics (Major)
STAT001.1 N Statistics (Minor)"
BSC162,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,BOTANM002.7 N Botany (Major)
BSC163,BSC,Bachelor of Science,16,INACTIVE,OL,PT,S0008,2/20/2017,No,No,Domestic,144,12,24,120,ARMIDALE,"PMTH212 TRI-1 2017 OF
PMTH213 TRI-2 2017 OF","MTHS120 
MTHS130 ",,MATHSM001.5 N Mathematics
BSC164,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,84,90,54,ARMIDALE,PSIO331 TRI-3 2021 OL,"BCHM210 
BIOL110 
CHEM110 
GENE210 
MTHS110 
NEUR332 
PHAR120 
PHYS100 
PSIO110 
PSIO120 
PSIO220 
PSIO230 
SCI100 
STAT100 ",,PHYSIM002.7 N Physiology (Major)
BSC165,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,7/2/2020,Yes,Yes,Domestic,144,18,24,120,ARMIDALE,GEOL110 TRI-3 2021 OL,"COSC110 
COSC120 
STAT100 ",,"MATHSM001.6 N Mathematics (Major)
STAT001.1 N Statistics (Minor)"
BSC166,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"MTHS120 TRI-1 2021 OL
PHYS131 TRI-1 2021 OL
MTHS130 TRI-2 2021 OL
PHYS132 TRI-2 2021 OL
PHYS311 TRI-2 2021 OL",,,
BSC167,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,2/25/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"BIOL110 TRI-1 2021 OL
MTHS100 TRI-1 2021 OL
COSC110 TRI-2 2021 OL
MTHS110 TRI-2 2021 ON
GEOL110 TRI-3 2021 OL
STAT100 TRI-3 2021 OL",,,"COMPSC001.2 N Computational Science (Major)
MATHSM001.6 N Mathematics (Major)"
BSC168,BSC,Bachelor of Science,15,INTERMIT,OL,PT,S0008,6/28/2021,No,No,Domestic,144,0,6,138,ARMIDALE,STAT100 TRI-2 2021 OL,,,NEUROSC001.4 N Neuroscience (Major)
BSC169,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,2/12/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,COMPSC001.2 N Computational Science (Major)
BSC170,BSC,Bachelor of Science,15,INTERMIT,OL,PT,S0008,10/25/2021,No,No,Domestic,144,30,30,114,ARMIDALE,,"BIOL120 
GEOL110 
GEOL120 
MTHS110 
STAT100 ",,"FORSC001.5 N Forensic Science (Major)
GEOSCM002.4 N Geoscience (Major)"
BSC171,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,2/20/2012,Yes,Yes,Domestic,144,42,102,42,ARMIDALE,"CHEM110 TRI-1 2012 OF
GEOL110 TRI-1 2012 OF
PHYS204 TRI-1 2013 OF
PHYS211 TRI-1 2014 OF
PMTH212 TRI-1 2013 OF
AMTH246 TRI-2 2021 OL
PHIL150 TRI-2 2012 OF
PHYS311 TRI-2 2014 OF
PMTH213 TRI-2 2013 OF
CHEM210 TRI-3 2013 OF","AMTH140 
AMTH250 
ASTY221 
MTHS120 
MTHS130 
PHYS131 
PHYS132 ",,APPHYS001.1 N Applied Physics
BSC172,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,ARCHGY001.5 N Archaeology (Major)
BSC173,BSC,Bachelor of Science,16,INACTIVE,OL,PT,S0008,2/3/2022,No,No,Domestic,144,0,0,144,ARMIDALE,,,,"BICHTEC001.3 N Biochemistry/Biotechnology (Major)
NEUROSC001.5 N Neuroscience (Major)"
BSC174,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,2/1/2020,Yes,Yes,Domestic,144,12,48,96,ARMIDALE,"BIOL110 TRI-1 2021 OL
CHEM110 TRI-1 2021 OL
COSC110 TRI-1 2021 OL
CHEM120 TRI-2 2021 OL
COSC120 TRI-2 2021 OL
STAT100 TRI-2 2021 OL","BIOL120 
MTHS110 ",,"BICHTEC001.2 N Biochemistry/Biotechnology (Major)
COMPSC001.2 N Computational Science (Major)"
BSC175,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,MICROM001.6 N Microbiology (Major)
BSC176,BSC,Bachelor of Science,16,ENROLLED,ON,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,PABIOM003.5 N Palaeobiology (Major)
BSC177,BSC,Bachelor of Science,15,INTERMIT,OL,PT,S0008,1/30/2021,No,Yes,Domestic,144,0,12,132,ARMIDALE,"CHEM100 TRI-1 2021 OL
MTHS100 TRI-3 2021 OL",,,GENETM001.5 N Genetics (Major)
BSC178,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BSC179,BSC,Bachelor of Science,15,INACTIVE,OL,FT,S0008,2/14/2021,No,No,Domestic,144,0,6,138,ARMIDALE,BIOL110 TRI-1 2021 OL,,,
BSC180,BSC,Bachelor of Science,15,ENROLLED,OL,FT,S0008,2/22/2021,Yes,Yes,Domestic,144,36,54,90,ARMIDALE,"CHEM204 TRI-1 2021 OL
MTHS120 TRI-1 2021 OL
MTHS130 TRI-2 2021 OL","BIOL110 
CHEM110 
CHEM120 
MTHS110 
PSIO120 
SCI100 ",,CHEMIM002.7 N Chemistry (Major)
BSC181,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,2/20/2017,No,Yes,Domestic,144,0,0,144,ARMIDALE,,,,NEUROSC001.2 N Neuroscience
BSC182,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,2/15/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,MATHSM001.7 N Mathematics (Major)
BSC183,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,24,24,120,ARMIDALE,,"COMM102 
EXSC101 
MTHS110 
PSIO120 ",,"CHEMIM002.8 N Chemistry (Major)
PHYSIM002.8 N Physiology (Major)"
BSC184,BSC,Bachelor of Science,16,ENROLLED,OL,PT,S0008,5/28/2022,No,No,Domestic,144,0,0,144,ARMIDALE,,,,"BOTANM002.7 N Botany (Major)
COMPSC001.3 N Computational Science (Major)"
BSC185,BSC,Bachelor of Science,16,ENROLLED,OL,FT,S0008,2/17/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"COMPSC001.3 N Computational Science (Major)
NEUROSC001.5 N Neuroscience (Major)"
BSC186,BSC,Bachelor of Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,Yes,Domestic,144,0,18,126,ARMIDALE,"CHEM100 TRI-2 2021 OL
BIOL110 TRI-3 2021 OL
ZOOL100 TRI-3 2021 OL",,,MICROM001.6 N Microbiology (Major)
BSC187,BSC,Bachelor of Science,16,ENROLLED,ON,FT,S0008,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,APPHYS001.7 N Applied Physics (Major)
BSC188,BSC,Bachelor of Science,15,INACTIVE,OL,FT,S0008,3/1/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,PHYSIM002.7 N Physiology (Major)
BSC189,BSC,Bachelor of Science,15,ENROLLED,OL,PT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,24,120,ARMIDALE,"BIOL110 TRI-1 2021 OL
CHEM110 TRI-1 2021 OL
BIOL120 TRI-3 2021 OL
CHEM120 TRI-3 2021 OL",,,FORSC001.5 N Forensic Science (Major)
