STUDENTNUMBER,COURSE_CD,COURSE_TITLE,COURSE_VERSION,COURSE_ATTEMPT_STATUS,MODE,TYPE,ORG_UNIT_CD,COMMENCEMENT_DT,ENROLLED_CURRENT_TP,ENROLLED_YR,STUDENT_TYPE,CREDIT_POINTS_REQUIRED,ADVANCED STANDING CP,COMPLETED_CREDIT_POINTS,OUTSTANDING_POINTS,Course Location,Completed Units,Adv Stnd Units,Unit Sets (Completed),Unit Sets (Non-Completed)
BN95,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,International,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN96,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,International,144,0,0,144,ARMIDALE,,,,
BN97,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,Yes,International,144,60,132,12,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS263 TRI-1 2021 ON
HSNS264 TRI-1 2021 ON
HSNS362 TRI-1 2021 ON
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS363 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL
HSNS373 TRI-3 2021 OL","HSNS310 
HSNS374 
NMBA48 ",,
BN98,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,6/28/2021,Yes,Yes,International,144,42,54,90,ARMIDALE,HSNS207 TRI-2 2021 ON,BACHI42 ,,
BN99,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,6/28/2021,Yes,Yes,International,144,42,54,90,UNESYDNEY,HSNS207 TRI-2 2021 ON,BACHI42 ,,
BN100,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,International,144,0,0,144,ARMIDALE,,,,
BN101,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,6/28/2021,Yes,Yes,International,144,42,42,102,ARMIDALE,,BACHI42 ,,
BN102,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,6/28/2021,Yes,Yes,International,144,42,54,90,UNESYDNEY,HSNS207 TRI-2 2021 ON,BACHI42 ,,
BN103,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,Yes,International,144,60,132,12,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS263 TRI-1 2021 ON
HSNS264 TRI-1 2021 ON
HSNS362 TRI-1 2021 ON
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS363 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL
HSNS373 TRI-3 2021 OL","HSNS310 
HSNS374 
NMBA48 ",,
BN104,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN105,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,0,30,114,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HLTH102 TRI-3 2021 OL
HLTH103 TRI-3 2021 OL
HLTH104 TRI-3 2021 OL",,,
BN106,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,2/12/2021,Yes,Yes,International,144,0,66,78,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL",,,
BN107,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,6,48,96,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 ON
HSNS173 TRI-2 2021 OL",HLTH104 ,,
BN108,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL",,,
BN109,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,2/23/2021,Yes,Yes,International,144,0,42,102,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL",,,
BN110,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,2/23/2021,Yes,Yes,International,144,0,42,102,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL",,,
BN111,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,International,144,0,0,144,ARMIDALE,,,,
BN112,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,12,78,66,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL","HLTH103 
OORA200 ",,
BN113,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,10/25/2021,Yes,Yes,International,144,42,54,90,ARMIDALE,HSNS207 TRI-3 2021 ON,BACHI42 ,,
BN114,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,2/15/2021,Yes,Yes,International,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL",,,
BN115,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,International,144,0,0,144,ARMIDALE,,,,
BN116,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,3/8/2021,Yes,Yes,International,144,0,66,78,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL",,,
BN117,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,3/1/2021,Yes,Yes,International,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL",,,
BN118,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,0,54,90,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN119,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,2/22/2021,Yes,Yes,International,144,36,78,66,ARMIDALE,"HHSC111 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL","HLTH101 
HLTH102 
HLTH103 
HSNS170 
HSNS171 
OORA200 ",,
BN120,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,International,144,0,0,144,ARMIDALE,,,,
BN121,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,10/25/2021,Yes,Yes,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN122,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,10/25/2021,Yes,Yes,International,144,42,54,90,UNESYDNEY,HSNS207 TRI-3 2021 ON,BACHI42 ,,
BN123,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,2/24/2021,Yes,Yes,International,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON",,,
BN124,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,10/25/2021,Yes,Yes,International,144,42,54,90,ARMIDALE,HSNS207 TRI-3 2021 ON,BACHI42 ,,
BN125,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,48,90,54,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS264 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL",NMBA48 ,,
BN126,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,54,96,48,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS263 TRI-1 2021 ON
HSNS264 TRI-1 2021 ON
HSNS310 TRI-1 2021 ON
HSNS246 TRI-2 2021 ON
HSNS270 TRI-2 2021 ON
HSNS273 TRI-2 2021 ON","NMBA48 
OORA200 ",,
BN127,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,96,48,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS263 TRI-1 2021 ON
HSNS264 TRI-1 2021 ON
HSNS310 TRI-1 2021 ON
HSNS246 TRI-2 2021 ON
HSNS270 TRI-2 2021 ON
HSNS273 TRI-2 2021 ON
OORA200 TRI-2 2021 ON",NMBA48 ,,
BN128,BN04,Bachelor of Nursing,8,INTERMIT,ON,FT,S0003,6/28/2021,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN129,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL",,,
BN130,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL",,,
BN131,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,International,144,0,0,144,ARMIDALE,,,,
BN132,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 ON
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL",,,
BN133,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,10/25/2021,Yes,Yes,International,144,42,54,90,UNESYDNEY,HSNS207 TRI-3 2021 ON,BACHI42 ,,
BN134,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,2/12/2021,Yes,Yes,International,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN135,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,2/23/2021,Yes,Yes,International,144,0,42,102,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL",,,
BN136,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,International,144,0,0,144,ARMIDALE,,,,
BN137,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN138,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,International,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN139,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN140,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN141,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN142,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,ARMIDALE,,BACHI42 ,,
BN143,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN144,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN145,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN146,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN147,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN148,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN149,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN150,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN151,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,ARMIDALE,,BACHI42 ,,
BN152,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,ARMIDALE,,BACHI42 ,,
BN153,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN154,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN155,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,ARMIDALE,,BACHI42 ,,
BN156,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,0,0,144,UNESYDNEY,,,,
BN157,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,ARMIDALE,,BACHI42 ,,
BN158,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 ON
HSNS370 TRI-3 2021 OL",,,
BN159,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,0,0,144,ARMIDALE,,,,
BN160,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN161,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN162,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,0,30,114,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HLTH102 TRI-3 2021 OL
HLTH103 TRI-3 2021 OL
HLTH104 TRI-3 2021 OL",,,
BN163,BN04,Bachelor of Nursing,8,INTERMIT,ON,FT,S0003,10/25/2021,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN164,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,International,144,48,90,54,ARMIDALE,"HLTH101 TRI-1 2021 ON
HSNS263 TRI-1 2021 ON
HSNS264 TRI-1 2021 ON
HSNS310 TRI-1 2021 ON
HSNS246 TRI-2 2021 ON
HSNS273 TRI-2 2021 ON
OORA200 TRI-2 2021 ON",NMBA48 ,,
BN165,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN166,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,5/28/2022,No,No,International,144,42,42,102,UNESYDNEY,,BACHI42 ,,
BN167,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN168,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,72,72,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN169,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN170,BN04,Bachelor of Nursing,8,INACTIVE,ON,FT,S0003,1/30/2021,No,Yes,Domestic,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL",,,
BN171,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,36,108,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HLTH104 TRI-3 2021 OL",,,
BN172,BN04,Bachelor of Nursing,8,ENROLLED,ON,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 ON
HLTH101 TRI-1 2021 ON
HSNS170 TRI-1 2021 ON
HSNS171 TRI-1 2021 ON
HHSC112 TRI-2 2021 ON
HLTH103 TRI-2 2021 ON
HLTH104 TRI-2 2021 ON
HSNS173 TRI-2 2021 ON",,,
BN173,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,48,96,48,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS263 TRI-1 2021 OL
HSNS264 TRI-1 2021 OL
HSNS310 TRI-1 2021 OL
HSNS246 TRI-2 2021 OL
HSNS270 TRI-2 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL",NMBA48 ,,
BN174,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN175,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN176,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN177,BN04,Bachelor of Nursing,8,INACTIVE,OL,PT,S0003,1/30/2021,No,No,Domestic,144,48,72,72,ARMIDALE,"HLTH101 TRI-1 2021 OL
HSNS273 TRI-2 2021 OL
OORA200 TRI-2 2021 OL
HSNS370 TRI-3 2021 OL",NMBA48 ,,
BN178,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN179,BN04,Bachelor of Nursing,8,ENROLLED,OL,PT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN180,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"HHSC111 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH101 TRI-3 2021 OL
HSNS263 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL",,,
BN181,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,12,54,90,ARMIDALE,"HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL","HLTH101 
HLTH103 ",,
BN182,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN183,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,66,78,ARMIDALE,"HHSC111 TRI-1 2021 OL
HLTH101 TRI-1 2021 OL
HSNS170 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HLTH103 TRI-2 2021 OL
HLTH104 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL
HLTH102 TRI-3 2021 OL
HSNS264 TRI-3 2021 OL
HSNS370 TRI-3 2021 OL",,,
BN184,BN04,Bachelor of Nursing,8,INACTIVE,OL,FT,S0003,1/30/2021,No,No,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN185,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,48,48,96,ARMIDALE,,NMBA48 ,,
BN186,BN04,Bachelor of Nursing,9,ENROLLED,ON,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,
BN187,BN04,Bachelor of Nursing,9,ENROLLED,OL,FT,S0003,1/29/2022,Yes,Yes,Domestic,144,24,24,120,ARMIDALE,,"HHSC111 
HHSC112 
HLTH101 
HLTH103 ",,
BN188,BN04,Bachelor of Nursing,9,ENROLLED,OL,PT,S0003,1/29/2022,Yes,Yes,Domestic,144,54,54,90,ARMIDALE,,"HLTH101 
NMBA48 ",,
BN189,BN04,Bachelor of Nursing,8,ENROLLED,OL,FT,S0003,1/30/2021,Yes,Yes,Domestic,144,0,24,120,ARMIDALE,"HHSC111 TRI-1 2021 OL
HSNS171 TRI-1 2021 OL
HHSC112 TRI-2 2021 OL
HSNS173 TRI-2 2021 OL",,,
