STUDENTNUMBER,COURSE_CD,COURSE_TITLE,COURSE_VERSION,COURSE_ATTEMPT_STATUS,MODE,TYPE,ORG_UNIT_CD,COMMENCEMENT_DT,ENROLLED_CURRENT_TP,ENROLLED_YR,STUDENT_TYPE,CREDIT_POINTS_REQUIRED,ADVANCED STANDING CP,COMPLETED_CREDIT_POINTS,OUTSTANDING_POINTS,Course Location,Completed Units,Adv Stnd Units,Unit Sets (Completed),Unit Sets (Non-Completed)
BCOMP90,BCOMP,Bachelor of Computer Science,15,INACTIVE,OL,PT,S0008,10/25/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BCOMP91,BCOMP,Bachelor of Computer Science,15,ENROLLED,ON,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,48,96,ARMIDALE,"COSC101 TRI-1 2021 OL
COSC110 TRI-1 2021 OL
ICT101 TRI-1 2021 OL
MTHS120 TRI-1 2021 OL
AMTH140 TRI-2 2021 OL
COSC102 TRI-2 2021 OL
COSC120 TRI-2 2021 OL
STAT100 TRI-2 2021 OL",,,SOFTDEV002.5 N Software Development
BCOMP92,BCOMP,Bachelor of Computer Science,15,INACTIVE,OL,PT,S0008,2/13/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,SOFTDEV002.5 N Software Development
BCOMP93,BCOMP,Bachelor of Computer Science,15,ENROLLED,OL,FT,S0008,2/21/2021,Yes,Yes,Domestic,144,30,72,72,ARMIDALE,"COSC110 TRI-1 2021 OL
COSC210 TRI-1 2021 OL
STAT210 TRI-1 2021 OL
AMTH140 TRI-2 2021 OL
COSC120 TRI-2 2021 OL
COSC380 TRI-2 2021 OL
STAT320 TRI-2 2021 OL","MTHS120 
MTHS130 
PMTH212 
PMTH213 
SCI210 ",,"DATASC001.3 N Data Science
SOFTDEV002.5 N Software Development"
BCOMP94,BCOMP,Bachelor of Computer Science,15,ENROLLED,ON,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,"DATASC001.3 N Data Science
SOFTDEV002.5 N Software Development"
BCOMP95,BCOMP,Bachelor of Computer Science,15,INACTIVE,OL,FT,S0008,6/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,DATASC001.3 N Data Science
BCOMP96,BCOMP,Bachelor of Computer Science,15,ENROLLED,ON,FT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,MTHS110 TRI-1 2021 ON,,,"DATASC001.3 N Data Science
SOFTDEV002.5 N Software Development"
BCOMP97,BCOMP,Bachelor of Computer Science,15,ENROLLED,OL,FT,S0008,6/28/2021,Yes,Yes,Domestic,144,0,0,144,ARMIDALE,,,,SOFTDEV002.5 N Software Development
BCOMP98,BCOMP,Bachelor of Computer Science,15,ENROLLED,OL,PT,S0008,6/28/2021,Yes,Yes,Domestic,144,66,78,66,ARMIDALE,"LING353 TRI-3 2021 OL
LING369 TRI-3 2021 OL","AMTH140 
COSC110 
COSC120 
COSC210 
COSC230 
COSC260 
EM334 
MTHS120 
MTHS130 
STAT100 
STAT210 ",,DATASC001.3 N Data Science
BCOMP99,BCOMP,Bachelor of Computer Science,15,INACTIVE,OL,PT,S0008,10/25/2021,No,Yes,Domestic,144,0,6,138,ARMIDALE,COSC110 TRI-3 2021 OL,,,DATASC001.3 N Data Science
BCOMP100,BCOMP,Bachelor of Computer Science,15,INACTIVE,OL,FT,S0008,6/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,
BCOMP101,BCOMP,Bachelor of Computer Science,15,ENROLLED,OL,PT,S0008,1/30/2021,Yes,Yes,Domestic,144,0,30,114,ARMIDALE,"COSC110 TRI-1 2021 OL
MTHS100 TRI-1 2021 ON
COSC102 TRI-2 2021 OL
MTHS110 TRI-2 2021 OL
STAT100 TRI-3 2021 OL",,,"DATASC001.3 N Data Science
SOFTDEV002.5 N Software Development"
BCOMP102,BCOMP,Bachelor of Computer Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,0,6,138,ARMIDALE,STAT100 TRI-3 2021 OL,,,DATASC001.3 N Data Science
BCOMP103,BCOMP,Bachelor of Computer Science,15,INACTIVE,OL,FT,S0008,6/28/2021,No,No,Domestic,144,0,0,144,ARMIDALE,,,,"DATASC001.3 N Data Science
SOFTDEV002.5 N Software Development"
BCOMP104,BCOMP,Bachelor of Computer Science,15,ENROLLED,OL,PT,S0008,6/28/2021,Yes,Yes,Domestic,144,0,18,126,ARMIDALE,"AMTH140 TRI-2 2021 OL
COSC110 TRI-2 2021 OL
STAT100 TRI-3 2021 OL",,,"DATASC001.3 N Data Science
SOFTDEV002.5 N Software Development"
BCOMP105,BCOMP,Bachelor of Computer Science,15,INACTIVE,OL,FT,S0008,7/1/2021,No,No,Domestic,144,60,60,84,ARMIDALE,,"AFM101 
AFM112 
AFM211 
COSC110 
COSC370 
COSC372 
ECON101 
ECON102 
MM200 
STAT100 ",,SOFTDEV002.5 N Software Development
BCOMP106,BCOMP,Bachelor of Computer Science,15,INACTIVE,OL,PT,S0008,6/28/2021,No,Yes,Domestic,144,0,18,126,ARMIDALE,"COSC110 TRI-2 2021 OL
STAT100 TRI-2 2021 OL
ICT101 TRI-3 2021 OL",,,DATASC001.3 N Data Science
BCOMP107,BCOMP,Bachelor of Computer Science,15,ENROLLED,OL,PT,S0008,10/28/2021,Yes,Yes,Domestic,144,30,36,108,ARMIDALE,STAT100 TRI-3 2021 OL,"COSC101 
COSC110 
COSC120 
COSC260 
LAW100 ",,"DATASC001.3 N Data Science
SOFTDEV002.5 N Software Development"
BCOMP108,BCOMP,Bachelor of Computer Science,15,ENROLLED,OL,PT,S0008,10/25/2021,Yes,Yes,Domestic,144,24,30,114,ARMIDALE,STAT100 TRI-3 2021 OL,"COSC110 
COSC120 
COSC210 
UNSP1XX06 ",,"DATASC001.3 N Data Science
SOFTDEV002.5 N Software Development"
