THEA110, 6 CP, 123, null, Ideas of Theatre I
THEA111, 6 CP, 123, null, Ideas of Theatre II
THEA305, 6 CP, 123, null, Major Creative Project
Listed, Listed, 123, null, 30
THEA234, 6 CP, 123, null, Speaking in Public
THEA304, 6 CP, 123, null, The Classic Play and Performance Now
THEA307, 6 CP, 123, null, The Actor's Craft
THEA317, 6 CP, 123, null, Australian Theatre
THEA321, 6 CP, 123, null, Writing for Performance: Stage and Screen
THEA330, 6 CP, 123, null, The Role of the Director
THEA360, 6 CP, 123, null, Pitches and Partners
WRITIN001, 48 CP, 123, null, Writing
Prescribed, Prescribed, 123, null, 12
COMM103, 6 CP, 123, null, Creative Industries
WRIT102, 6 CP, 123, null, Storytelling and Genre Writing
Prescribed, Prescribed, 123, null, 6
ARTS301, 6 CP, 123, null, Research and Professional Practice
WORK300, 6 CP, 123, null, Work Integrated Learning - Professional Skills Development
WRIT303, 6 CP, 123, null, Writing for Research
Listed, Listed, 123, null, 30
WRIT304, 6 CP, 123, null, Writing Short Fiction
WRIT306, 6 CP, 123, null, Writing for Work: Styles and Contexts
WRIT309, 6 CP, 123, null, Writing Creative Non-fiction
WRIT313, 6 CP, 123, null, Editing Skills and Standards
WRIT326, 6 CP, 123, null, Persuading the Public: Rhetoric in Public Affairs
WRIT327, 6 CP, 123, null, "Magazines: Culture, Industry and Practices"
WRIT329, 6 CP, 123, null, Publishing Practice
